"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Summary Quote",
"TE","TECO Energy, Inc.","15.41","3296476380","n/a","Public Utilities","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TE&selected=TE",
"TGP","Teekay Lng Partners, L.P.","28.36","1275434280","2005","Consumer Services","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TGP&selected=TGP",
"TOO","Teekay Offshore Partners L.P.","20.08","560232000","2006","Consumer Services","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TOO&selected=TOO",
"TK","Teekay Shipping Corporation","25.92","1884228480","1995","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TK&selected=TK",
"TNK","Teekay Tankers Ltd","11.08","216060000","2007","Consumer Services","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TNK&selected=TNK",
"TRC","Tejon Ranch Company","24.23","414744910","n/a","Finance","Real Estate","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRC&selected=TRC",
"TRC~","Tejon Ranch Company","0.145","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRC~&selected=TRC~",
"TSU","Tele Celular Sul Participacoes S.A.","27.5","958430000","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TSU&selected=TSU",
"TNE","Tele Norte Leste Participacoes S.A.","16.14","2095004280","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TNE&selected=TNE",
"TEO","Telecom Argentina Stet - France Telecom S.A.","16.9","526992700","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TEO&selected=TEO",
"TBH","Telecom Brasil Sa Te","5.49","82465290","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TBH&selected=TBH",
"NZT","Telecom Corporation of New Zealand Limited","6.45","297428850","1991","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NZT&selected=NZT",
"TI","Telecom Italia S.P.A.","11.91","430558410","n/a","Consumer Services","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TI&selected=TI",
"TI/A","Telecom Italia S.P.A.","9.49","261117350","n/a","Consumer Services","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TI/A&selected=TI/A",
"TSP","Telecomunicacoes de Sao Paulo S.A.","20.37","4755009840","1981","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TSP&selected=TSP",
"TDY","Teledyne Technologies Incorporated","39.67","1437045750","n/a","Consumer Services","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDY&selected=TDY",
"TFX","Teleflex Incorporated","56.82","2267856660","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TFX&selected=TFX",
"TEF","Telefonica SA","58.7","3342906300","1988","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TEF&selected=TEF",
"TMX","Telefonos de Mexico","14.1","3169665900","1991","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TMX&selected=TMX",
"TDA","Telephone and Data Systems, Inc.","24.87","159889230","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDA&selected=TDA",
"TDI","Telephone and Data Systems, Inc.","23.2968","102505920","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDI&selected=TDI",
"TDS","Telephone and Data Systems, Inc.","32.78","1633230720","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDS&selected=TDS",
"TDS/S","Telephone and Data Systems, Inc.","28.9","1423469500","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDS/S&selected=TDS/S",
"TII","Telmex Internacional S.A.B de C.V.","18.1","3989728700","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TII&selected=TII",
"TII/A","Telmex Internacional S.A.B de C.V.","18","82548000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TII/A&selected=TII/A",
"TU","Telus Corporation","36.29","11529151550","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TU&selected=TU",
"TIN","Temple-Inland Inc.","19.77","2126797290","n/a","Basic Industries","Paper","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TIN&selected=TIN",
"TDF","Templeton Dragon Fund, Inc.","23.71","897968830","1994","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDF&selected=TDF",
"EMF","Templeton Emerging Markets Fund","17.44","315193120","1987","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EMF&selected=EMF",
"TEI","Templeton Emerging Markets Income Fund, Inc.","14.5","686415500","1993","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TEI&selected=TEI",
"GIM","Templeton Global Income Fund, Inc.","9.34","1224884960","1988","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GIM&selected=GIM",
"TRF","Templeton Russia Fund, Inc.","17.92","102950400","1995","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRF&selected=TRF",
"TPX","Tempur-pedic International Inc","32.64","2362842240","2003","Consumer Durables","Home Furnishings","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TPX&selected=TPX",
"TS","Tenaris S.A.","36.82","4260552660","n/a","Basic Industries","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TS&selected=TS",
"THC","Tenet Healthcare Corporation","5.09","2464562730","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=THC&selected=THC",
"TNC","Tennant Company","32.63","615989140","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TNC&selected=TNC",
"TEN","Tenneco Automotive, Inc.","23.12","1381026960","n/a","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TEN&selected=TEN",
"TVC","Tennessee Valley Authority","26.7374","614960200","n/a","Public Utilities","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TVC&selected=TVC",
"TVE","Tennessee Valley Authority","26.52","13923000000","n/a","Public Utilities","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TVE&selected=TVE",
"TDC","Teradata Corporation","32.24","5380856000","n/a","Technology","Computer Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDC&selected=TDC",
"TER","Teradyne, Inc.","10.9","1964616000","1970","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TER&selected=TER",
"TEX","Terex Corporation","22.01","2392487000","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TEX&selected=TEX",
"TX","Ternium S.A.","35.21","963486440","n/a","Basic Industries","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TX&selected=TX",
"TNH","Terra Nitrogen Company, L.P.","67.66","1251845320","n/a","Basic Industries","Agricultural Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TNH&selected=TNH",
"TTT","Terra Nova Royalty Corporation","9.77","295640200","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TTT&selected=TTT",
"TRNO","Terreno Realty Corporation","18.51","171458130","1983","Finance","Real Estate","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRNO&selected=TRNO",
"TSO","Tesoro Petroleum Corporation","11.68","1649601440","n/a","Energy","Integrated oil Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TSO&selected=TSO",
"TTI","Tetra Technologies, Inc.","8.78","664452840","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TTI&selected=TTI",
"TXI","Texas Industries, Inc.","35.11","975004700","n/a","Capital Goods","Building Materials","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TXI&selected=TXI",
"TXN","Texas Instruments Incorporated","24.76","30262315760","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TXN&selected=TXN",
"TPL","Texas Pacific Land Trust","27.1","265769700","n/a","Finance","Real Estate","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TPL&selected=TPL",
"TGH","Textainer Group Holdings Limited","24.87","1187816070","1997","Technology","Diversified Commercial Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TGH&selected=TGH",
"TXT","Textron Inc.","20.47","5594778520","n/a","Capital Goods","Aerospace","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TXT&selected=TXT",
"TTF","Thai Fund, Inc. (The)","9.06","143972460","1988","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TTF&selected=TTF",
"AES","The AES Corporation","9.85","7834473300","n/a","Basic Industries","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AES&selected=AES",
"AES^C","The AES Corporation","43.2","388800000","n/a","Basic Industries","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AES^C&selected=AES^C",
"BX","The Blackstone Group L.P.","10.53","2508035400","2007","Finance","Investment Managers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BX&selected=BX",
"SCHW","The Charles Schwab Corporation","16.45","19633206600","n/a","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SCHW&selected=SCHW",
"SRV","The Cushing MLP Total Return Fund","8.22","84476940","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SRV&selected=SRV",
"DNY","The Denali Fund","13.8","57366600","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DNY&selected=DNY",
"GDL","The Gabelli Global Deal Fund","13.68","290180160","2007","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GDL&selected=GDL",
"GDL^A","The Gabelli Global Deal Fund","53.59","102892800","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GDL^A&selected=GDL^A",
"GRX","The Gabelli Healthcare & Wellness Trust","6.422","54420028","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GRX&selected=GRX",
"THG","The Hanover Insurance Group, Inc.","43.65","1957484250","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=THG&selected=THG",
"TRV","The Travelers Companies Inc","49.78","24657975420","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRV&selected=TRV",
"TGX","Theragenics Corporation","1.11","37313760","n/a","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TGX&selected=TGX",
"TMO","Thermo Fisher Scientific Inc","51.92","21308279520","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TMO&selected=TMO",
"TNB","Thomas & Betts Corporation","39.24","2071675800","n/a","Consumer Durables","Building Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TNB&selected=TNB",
"TC","Thompson Creek Metals Company Inc.","9.52","1330819840","1990","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TC&selected=TC",
"TRI","Thomson Reuters Corp","36","29871288000","1993","Consumer Services","Publishing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRI&selected=TRI",
"THO","Thor Industries, Inc.","29.01","1492883610","n/a","Consumer Non-Durables","Homebuilding","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=THO&selected=THO",
"TDW","Tidewater Inc.","41.66","2160445940","n/a","Consumer Services","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDW&selected=TDW",
"TIF","Tiffany & Co.","44.61","5637811800","1987","Consumer Services","Consumer Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TIF&selected=TIF",
"THI","Tim Hortons Inc.","33.23","5814818010","2006","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=THI&selected=THI",
"TBL","Timberland Company (The)","18.24","778993920","1987","Consumer Non-Durables","Shoe Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TBL&selected=TBL",
"TWC","Time Warner Cable Inc","54.82","19433032160","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TWC&selected=TWC",
"TWX","Time Warner Inc.","31.07","35410945050","n/a","Consumer Services","Movies/Entertainment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TWX&selected=TWX",
"TKR","Timken Company (The)","29.08","2815612840","n/a","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TKR&selected=TKR",
"TWI","Titan International, Inc.","10.58","373368200","n/a","Basic Industries","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TWI&selected=TWI",
"TIE","Titanium Metals Corporation","18.13","3255259630","1979","Basic Industries","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TIE&selected=TIE",
"TJX","TJX Companies, Inc. (The)","46.12","18815991480","1987","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TJX&selected=TJX",
"TNS","TNS, Inc.","18.9","492609600","2004","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TNS&selected=TNS",
"TOD","Todd Shipyards Corporation","14.78","85369280","n/a","Capital Goods","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TOD&selected=TOD",
"TOL","Toll Brothers Inc.","20.73","3426979950","n/a","Capital Goods","Homebuilding","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TOL&selected=TOL",
"TKS","Tomkins PLC","14.43","228268170","n/a","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TKS&selected=TKS",
"TCM","Tongjitang Chinese Medicines Company","3.9","49272600","1989","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TCM&selected=TCM",
"TR","Tootsie Roll Industries, Inc.","25.39","934072710","n/a","Consumer Non-Durables","Specialty Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TR&selected=TR",
"TRU","Torch Energy Royalty Trust","4.37","37582000","1993","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRU&selected=TRU",
"TMK","Torchmark Corporation","52.31","4316464270","n/a","Finance","Life Insurance","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TMK&selected=TMK",
"TMK^A","Torchmark Corporation","24.23","116304000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TMK^A&selected=TMK^A",
"TTC","Toro Company (The)","55.05","1851111300","n/a","Capital Goods","Tools/Hardware","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TTC&selected=TTC",
"TD","Toronto Dominion Bank (The)","68.7","59219400000","n/a","Finance","Commercial Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TD&selected=TD",
"TTO","Tortoise Capital Resources Corporation","5.7707","52507599.3","2007","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TTO&selected=TTO",
"TYY","Tortoise Energy Capital Corporation","23.51","410743210","2005","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TYY&selected=TYY",
"TYY^A","Tortoise Energy Capital Corporation","10.31","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TYY^A&selected=TYY^A",
"TYG","Tortoise Energy Infrastructure Corporation","32.49","763872390","2004","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TYG&selected=TYG",
"TYG^A","Tortoise Energy Infrastructure Corporation","10.3601","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TYG^A&selected=TYG^A",
"TYN","Tortoise North American Energy Corporation","23.59","108820670","2005","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TYN&selected=TYN",
"TPZ","Tortoise Power and Energy Infrastructure Fund, Inc","21.31","0","2009","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TPZ&selected=TPZ",
"TSS","Total System Services, Inc.","14.55","2872170000","1983","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TSS&selected=TSS",
"TOT","TotalFinaElf, S.A.","47.18","8068015900","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TOT&selected=TOT",
"TW","Towers Watson & Co","44.32","2088402720","n/a","Consumer Services","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TW&selected=TW",
"TM","Toyota Motor Corp Ltd Ord","72.05","2876596250","1979","Capital Goods","Auto Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TM&selected=TM",
"TAC","TransAlta Corporation","20.01","4370264040","n/a","Public Utilities","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TAC&selected=TAC",
"TAI","Transamerica Income Shares, Inc.","22.02","139144380","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TAI&selected=TAI",
"TRH","Transatlantic Holdings, Inc.","46.92","3017472120","1990","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRH&selected=TRH",
"TRP","Transcananda Pipelines, Ltd.","33.79","23206904420","n/a","Public Utilities","Natural Gas Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRP&selected=TRP",
"TCI","Transcontinental Realty Investors, Inc.","9.58","77732120","1974","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TCI&selected=TCI",
"TDG","Transdigm Group Incorporated","51.65","2543400950","2006","Capital Goods","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDG&selected=TDG",
"TLP","Transmontaigne Partners L.P.","28.51","412169070","2005","Energy","Natural Gas Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TLP&selected=TLP",
"RIG","Transocean Inc.","48.35","15468760550","1993","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=RIG&selected=RIG",
"TGS","Transportadora de Gas del Sur SA TGS","3.24","59803920","n/a","Public Utilities","Natural Gas Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TGS&selected=TGS",
"TRR","TRC Companies, Inc.","3.0299","59404219.4","n/a","Basic Industries","Environmental Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRR&selected=TRR",
"TG","Tredegar Corporation","16.66","543949000","n/a","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TG&selected=TG",
"THS","Treehouse Foods, Inc.","47.93","1666478170","1995","Consumer Non-Durables","Packaged Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=THS&selected=THS",
"TREX","Trex Company, Inc.","22.4","346214400","1993","Basic Industries","Forest Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TREX&selected=TREX",
"TY","Tri Continental Corporation","11.8","825374600","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TY&selected=TY",
"TY^","Tri Continental Corporation","45.95","34600350","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TY^&selected=TY^",
"TSL","Trina Solar Limited","17.04","1206176400","2006","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TSL&selected=TSL",
"TRN","Trinity Industries, Inc.","21.63","1714588470","n/a","Capital Goods","Railroads","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRN&selected=TRN",
"GTS","Triple-S Management Corporation","18.03","163045290","1998","Finance","Accident &Health Insurance","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GTS&selected=GTS",
"TGI","Triumph Group, Inc.","66.97","1117461420","1996","Capital Goods","Aerospace","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TGI&selected=TGI",
"TBI","Trueblue Inc","13.2","581829600","n/a","Technology","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TBI&selected=TBI",
"TZK","Trust Ctfs 2002 1 Bear Stearns Depositor Inc Acting as Deposit","21.53","0","n/a","Finance","Finance: Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TZK&selected=TZK",
"TRW","TRW Automotive Holdings Corporation","31.07","3706588860","2004","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRW&selected=TRW",
"TYW","TS&W/Claymore Tax-Advantaged Balanced Fund","10.1","155610700","1994","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TYW&selected=TYW",
"TNP","Tsakos Energy Navigation Ltd","14.18","523483060","2002","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TNP&selected=TNP",
"TUP","Tupperware Corporation","41.54","2624372580","n/a","Consumer Non-Durables","Plastic Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TUP&selected=TUP",
"TKC","Turkcell Iletisim Hizmetleri AS","13.5","1002847500","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TKC&selected=TKC",
"TKF","Turkish Investment Fund, Inc. (The)","13.44","100692480","1989","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TKF&selected=TKF",
"TPC","Tutor Perini Corporation","20.05","983412400","n/a","Basic Industries","General Bldg Contractors - Nonresidential Bldgs","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TPC&selected=TPC",
"TEL","Tyco Electronics Ltd.","29.07","13184814780","n/a","Consumer Non-Durables","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TEL&selected=TEL",
"TYC","Tyco International, Ltd. (Switzerland)","36.43","17319550600","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TYC&selected=TYC",
"TYL","Tyler Technologies, Inc.","16.2","567145800","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TYL&selected=TYL",
"TSN","Tyson Foods, Inc.","17.51","5375570000","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TSN&selected=TSN",
"USB","U.S. Bancorp","23.99","45986287060","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USB&selected=USB",
"USB^E","U.S. Bancorp","22.05","220500000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USB^E&selected=USB^E",
"USB^F","U.S. Bancorp","22","264000000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USB^F&selected=USB^F",
"USB^G","U.S. Bancorp","23.62","354300000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USB^G&selected=USB^G",
"USB^H","U.S. Bancorp","20.7","828000000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USB^H&selected=USB^H",
"USB^I","U.S. Bancorp","23.98","479600000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USB^I&selected=USB^I",
"USB^J","U.S. Bancorp","24.75","693000000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USB^J&selected=USB^J",
"USB^K","U.S. Bancorp","23.17","463400000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USB^K&selected=USB^K",
"USB^L","U.S. Bancorp","27.07","541400000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USB^L&selected=USB^L",
"UBS","UBS AG","13.4","47175490600","1990","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UBS&selected=UBS",
"UBS^D","UBS AG","15.9","190800000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UBS^D&selected=UBS^D",
"UGI","UGI Corporation","25.93","2831011470","n/a","Public Utilities","Natural Gas Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UGI&selected=UGI",
"UIL","UIL Holdings Corporation","25.78","772961740","n/a","Public Utilities","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UIL&selected=UIL",
"UPL","Ultra Petroleum Corp.","49.96","7603662200","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UPL&selected=UPL",
"UGP","Ultrapar Participacoes S.A.","46.08","600284160","n/a","Public Utilities","Oil/Gas Transmission","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UGP&selected=UGP",
"UA","Under Armour, Inc.","33.73","1288283620","1995","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UA&selected=UA",
"UFI","Unifi, Inc.","4.06","244298320","n/a","Consumer Non-Durables","Textiles","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UFI&selected=UFI",
"UNF","Unifirst Corporation","45.13","654746040","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNF&selected=UNF",
"UN","Unilever NV","28.05","7050816300","n/a","Consumer Non-Durables","Packaged Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UN&selected=UN",
"UL","Unilever PLC","27.79","3162418630","n/a","Consumer Non-Durables","Packaged Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UL&selected=UL",
"UNP","Union Pacific Corporation","72.58","36734407340","n/a","Transportation","Railroads","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNP&selected=UNP",
"UNS","UniSource Energy Corporation","30.44","1098153440","n/a","Public Utilities","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNS&selected=UNS",
